ilan_id,ilan_linki,ilan_tarihi,ilan_tipi,metrekare,bina_yasi,kat,konum,fiyat,para_birimi,il,ilce,skor,kademe,fiyat_per_m2,banyo_sayisi,kat_sayisi,isinma_tipi,cephe,kullanim_durumu,oda_sayisi_yeni,salon_sayisi,kat_sayisi_encoded,cephe_kuzey,cephe_guney,cephe_dogu,cephe_bati
133917-435,https://www.hepsiemlak.com/istanbul-esenyurt-guzelyurt-satilik/daire/133917-435,09-04-2025,Daire,105.0,4.0,Yüksek Giriş,İstanbul / Esenyurt / Güzelyurt Mah.,1349000,TL,İstanbul,Esenyurt,2.479,1. Kademe,12847.62,1.0,4.0,Kombi,"Kuzey, Güney, Doğu, Batı",Kiracılı,1,1,0.0,1,1,1,1
134074-167,https://www.hepsiemlak.com/istanbul-esenyurt-incirtepe-satilik/daire/134074-167,21-04-2025,Daire,80.0,8.0,Yüksek Giriş,İstanbul / Esenyurt / İncirtepe Mah.,1349000,TL,İstanbul,Esenyurt,2.479,1. Kademe,16862.5,1.0,6.0,Kombi,Güney,Boş,1,1,0.0,0,1,0,0
111753-2030,https://www.hepsiemlak.com/istanbul-esenyurt-cumhuriyet-satilik/daire/111753-2030,25-04-2025,Daire,85.0,4.0,4. Kat,İstanbul / Esenyurt / Cumhuriyet Mah.,1349000,TL,İstanbul,Esenyurt,2.479,1. Kademe,15870.59,1.0,12.0,Kombi,"Kuzey, Güney, Doğu, Batı",Boş,1,1,4.0,1,1,1,1
140021-200,https://www.hepsiemlak.com/istanbul-beylikduzu-beylikduzu-osb-satilik/daire/140021-200,18-04-2025,Daire,80.0,3.0,5. Kat,İstanbul / Beylikdüzü / Beylikdüzü OSB Mah.,1349999,TL,İstanbul,Beylikdüzü,2.503,1. Kademe,16874.99,1.0,19.0,Kombi,Güney,Boş,1,1,5.0,0,1,0,0
92348-594,https://www.hepsiemlak.com/kocaeli-golcuk-donanma-satilik/daire/92348-594,15-02-2025,Daire,105.0,30.0,Ara Kat,Kocaeli / Gölcük / Donanma Mah.,1350000,TL,Kocaeli,Gölcük,0.892,2. Kademe,12857.14,1.0,6.0,Kombi,"Kuzey, Güney, Batı",Kiracılı,2,1,3.0,1,1,0,1
60929-964,https://www.hepsiemlak.com/tekirdag-suleymanpasa-altinova-satilik/daire/60929-964,15-04-2025,Daire,65.0,25.0,Yüksek Giriş,Tekirdağ / Süleymanpaşa / Altınova Mah.,1350000,TL,Tekirdağ,Süleymanpaşa,1.314,2. Kademe,20769.23,1.0,4.0,Kombi,"Kuzey, Güney",Boş,1,1,0.0,1,1,0,0
131591-349,https://www.hepsiemlak.com/hatay-arsuz-arpaderesi-satilik/daire/131591-349,20-04-2025,Daire,105.0,21.0,3. Kat,Hatay / Arsuz / Arpaderesi Mah.,1350000,TL,Hatay,Arsuz,-0.064,3. Kademe,12857.14,1.0,3.0,Isıtma Yok,"Güney, Batı",Boş,2,1,3.0,0,1,0,1
96870-1037,https://www.hepsiemlak.com/kutahya-merkez-lala-huseyin-pasa-satilik/daire/96870-1037,09-04-2025,Daire,50.0,4.0,2. Kat,Kütahya / Merkez / Lala Hüseyin Paşa Mah.,1350000,TL,Kütahya,Merkez,1.23,2. Kademe,27000.0,1.0,4.0,Kombi,"Güney, Doğu, Batı",Kiracılı,1,0,2.0,0,1,1,1
124190-309,https://www.hepsiemlak.com/istanbul-esenyurt-guzelyurt-satilik/daire/124190-309,14-03-2025,Daire,90.0,9.0,Bahçe Katı,İstanbul / Esenyurt / Güzelyurt Mah.,1350000,TL,İstanbul,Esenyurt,2.479,1. Kademe,15000.0,1.0,6.0,Kombi,"Güney, Doğu",Boş,2,1,0.0,0,1,1,0
117773-276,https://www.hepsiemlak.com/kayseri-melikgazi-demokrasi-satilik/daire/117773-276,19-04-2025,Daire,100.0,11.0,2. Kat,Kayseri / Melikgazi / Demokrasi Mah.,1350000,TL,Kayseri,Melikgazi,1.983,1. Kademe,13500.0,1.0,6.0,Merkezi (Pay Ölçer),"Kuzey, Doğu",Kiracılı,2,1,2.0,1,0,1,0
111912-558,https://www.hepsiemlak.com/bolu-merkez-kilicarslan-satilik/daire/111912-558,08-04-2025,Daire,70.0,11.0,Zemin,Bolu / Merkez / Kılıçarslan Mah.,1350000,TL,Bolu,Merkez,1.48,2. Kademe,19285.71,1.0,3.0,Kombi,"Güney, Doğu, Batı",Kiracılı,1,1,0.0,0,1,1,1
125535-2135,https://www.hepsiemlak.com/konya-eregli-toros-satilik/daire/125535-2135,23-04-2025,Daire,55.0,1.0,Ara Kat,Konya / Ereğli / Toros Mah.,1350000,TL,Konya,Ereğli,0.453,2. Kademe,24545.45,1.0,4.0,Kombi,"Kuzey, Güney, Doğu, Batı",Boş,1,1,2.0,1,1,1,1
110858-249,https://www.hepsiemlak.com/yalova-cinarcik-tesvikiye-cumhuriyet-satilik/daire/110858-249,18-03-2025,Daire,65.0,26.0,3. Kat,Yalova / Çınarcık / Teşvikiye (Cumhuriyet) Mah.,1350000,TL,Yalova,Çınarcık,0.141,3. Kademe,20769.23,1.0,5.0,Kombi,"Doğu, Batı",Boş,1,1,3.0,0,0,1,1
131265-461,https://www.hepsiemlak.com/istanbul-esenyurt-cumhuriyet-satilik/daire/131265-461,23-03-2025,Daire,95.0,1.0,6. Kat,İstanbul / Esenyurt / Cumhuriyet Mah.,1350000,TL,İstanbul,Esenyurt,2.479,1. Kademe,14210.53,1.0,6.0,Kombi,Güney,Boş,1,1,6.0,0,1,0,0
35197-8254,https://www.hepsiemlak.com/aydin-efeler-mesudiye-satilik/daire/35197-8254,21-03-2025,Daire,45.0,10.0,Kot 2,Aydın / Efeler / Mesudiye Mah.,1350000,TL,Aydın,Efeler,1.518,2. Kademe,30000.0,1.0,4.0,Klima,Güney,Kiracılı,1,1,-1.0,0,1,0,0
96870-1203,https://www.hepsiemlak.com/kutahya-merkez-100-yil-satilik/daire/96870-1203,09-04-2025,Daire,55.0,5.0,1. Kat,Kütahya / Merkez / 100. Yıl Mah.,1350000,TL,Kütahya,Merkez,1.23,2. Kademe,24545.45,1.0,4.0,Kombi,Güney,Boş,1,1,1.0,0,1,0,0
115984-1258,https://www.hepsiemlak.com/bursa-osmangazi-hocahasan-satilik/daire/115984-1258,04-03-2025,Daire,87.0,30.0,4. Kat,Bursa / Osmangazi / Hocahasan Mah.,1350000,TL,Bursa,Osmangazi,2.374,1. Kademe,15517.24,1.0,4.0,Kombi,Güney,Boş,2,1,4.0,0,1,0,0
130408-328,https://www.hepsiemlak.com/eskisehir-odunpazari-yenikent-satilik/daire/130408-328,15-03-2025,Daire,80.0,21.0,Zemin,Eskişehir / Odunpazarı / Yenikent Mah.,1350000,TL,Eskişehir,Odunpazarı,1.95,1. Kademe,16875.0,1.0,3.0,Kombi,Güney,Boş,2,1,0.0,0,1,0,0
152916-115,https://www.hepsiemlak.com/kayseri-develi-yeni-satilik/daire/152916-115,24-04-2025,Daire,110.0,30.0,En Üst Kat,Kayseri / Develi / Yeni Mah.,1350000,TL,Kayseri,Develi,-0.139,3. Kademe,12272.73,1.0,2.0,Soba,"Güney, Batı",Mülk Sahibi,2,1,2.0,0,1,0,1
138543-210,https://www.hepsiemlak.com/kirikkale-merkez-gurler-satilik/daire/138543-210,18-03-2025,Daire,110.0,25.0,3. Kat,Kırıkkale / Merkez / Gürler Mah.,1350000,TL,Kırıkkale,Merkez,0.726,2. Kademe,12272.73,1.0,5.0,Kombi,"Kuzey, Doğu",Kiracılı,2,1,3.0,1,0,1,0
133699-472,https://www.hepsiemlak.com/kirikkale-merkez-tepebasi-satilik/daire/133699-472,11-03-2025,Daire,135.0,25.0,3. Kat,Kırıkkale / Merkez / Tepebaşı Mah.,1350000,TL,Kırıkkale,Merkez,0.726,2. Kademe,10000.0,1.0,3.0,Kombi,"Kuzey, Doğu",Boş,3,1,3.0,1,0,1,0
150636-37,https://www.hepsiemlak.com/adana-seyhan-yesilyurt-satilik/daire/150636-37,21-03-2025,Daire,110.0,16.0,2. Kat,Adana / Seyhan / Yeşilyurt Mah.,1350000,TL,Adana,Seyhan,2.043,1. Kademe,12272.73,1.0,3.0,Soba,"Kuzey, Güney, Doğu, Batı",Boş,2,1,2.0,1,1,1,1
132542-390,https://www.hepsiemlak.com/karabuk-merkez-100-yil-satilik/daire/132542-390,25-04-2025,Daire,60.0,8.0,1. Kat,Karabük / Merkez / 100. Yıl Mah.,1350000,TL,Karabük,Merkez,0.962,2. Kademe,22500.0,1.0,5.0,Kombi,Doğu,Kiracılı,1,1,1.0,0,0,1,0
136025-98,https://www.hepsiemlak.com/bursa-nilufer-gorukle-satilik/daire/136025-98,13-04-2025,Daire,40.0,11.0,2. Kat,Bursa / Nilüfer / Görükle Mah.,1350000,TL,Bursa,Nilüfer,4.072,1. Kademe,33750.0,1.0,5.0,Merkezi (Pay Öl...,"Doğu, Batı",Kiracılı,1,1,2.0,0,0,1,1
121775-377,https://www.hepsiemlak.com/karaman-merkez-hamidiye-satilik/daire/121775-377,27-01-2025,Daire,45.0,5.0,3. Kat,Karaman / Merkez / Hamidiye Mah.,1350000,TL,Karaman,Merkez,0.761,2. Kademe,30000.0,1.0,5.0,Kombi,"Kuzey, Güney, Doğu, Batı",Kiracılı,1,1,3.0,1,1,1,1
122596-1427,https://www.hepsiemlak.com/kayseri-kocasinan-yavuz-selim-satilik/daire/122596-1427,17-04-2025,Daire,160.0,25.0,Yüksek Giriş,Kayseri / Kocasinan / Yavuz Selim Mah.,1350000,TL,Kayseri,Kocasinan,1.558,2. Kademe,8437.5,1.0,2.0,Soba,"Kuzey, Güney, Batı",Boş,3,1,0.0,1,1,0,1
131846-2723,https://www.hepsiemlak.com/kayseri-melikgazi-hunat-satilik/daire/131846-2723,26-02-2025,Daire,110.0,26.0,2. Kat,Kayseri / Melikgazi / Hunat Mah.,1350000,TL,Kayseri,Melikgazi,1.983,1. Kademe,12272.73,1.0,3.0,Kombi,Doğu,Kiracılı,2,1,2.0,0,0,1,0
152700-57,https://www.hepsiemlak.com/istanbul-bahcelievler-siyavuspasa-satilik/daire/152700-57,07-04-2025,Daire,40.0,31.0,Yüksek Giriş,İstanbul / Bahçelievler / Siyavuşpaşa Mah.,1350000,TL,İstanbul,Bahçelievler,2.423,1. Kademe,33750.0,1.0,5.0,Kombi,Güney,Kiracılı,1,1,0.0,0,1,0,0
75931-2724,https://www.hepsiemlak.com/kayseri-develi-sehit-ustegmen-hasan-sahan-satilik/daire/75931-2724,05-04-2025,Daire,100.0,35.0,Ara Kat,Kayseri / Develi / Şehit Üsteğmen Hasan Şahan Mah.,1350000,TL,Kayseri,Develi,-0.139,3. Kademe,13500.0,1.0,3.0,Kombi,"Kuzey, Güney, Doğu",Kiracılı,2,1,2.0,1,1,1,0
87047-2505,https://www.hepsiemlak.com/kayseri-develi-bahcelievler-satilik/daire/87047-2505,15-04-2025,Daire,120.0,16.0,3. Kat,Kayseri / Develi / Bahçelievler Mah.,1350000,TL,Kayseri,Develi,-0.139,3. Kademe,11250.0,1.0,3.0,Kombi,Güney,Boş,2,1,3.0,0,1,0,0
79781-3562,https://www.hepsiemlak.com/balikesir-edremit-camivasat-satilik/daire/79781-3562,08-04-2025,Daire,60.0,30.0,1. Kat,Balıkesir / Edremit / Camivasat Mah.,1350000,TL,Balıkesir,Edremit,1.072,2. Kademe,22500.0,1.0,3.0,Isıtma Yok,"Kuzey, Batı",Boş,2,1,1.0,1,0,0,1
75931-3122,https://www.hepsiemlak.com/kayseri-develi-sehit-ustegmen-hasan-sahan-satilik/daire/75931-3122,14-04-2025,Daire,120.0,30.0,Yüksek Giriş,Kayseri / Develi / Şehit Üsteğmen Hasan Şahan Mah.,1350000,TL,Kayseri,Develi,-0.139,3. Kademe,11250.0,1.0,3.0,Kombi,"Kuzey, Doğu, Batı",Kiracılı,3,1,0.0,1,0,1,1
123911-321,https://www.hepsiemlak.com/ankara-yenimahalle-demetlale-satilik/daire/123911-321,12-04-2025,Daire,125.0,35.0,Bahçe Katı,Ankara / Yenimahalle / Demetlale Mah.,1350000,TL,Ankara,Yenimahalle,4.481,1. Kademe,10800.0,1.0,6.0,Kombi,"Kuzey, Doğu",Kiracılı,3,1,0.0,1,0,1,0
110558-13397,https://www.hepsiemlak.com/balikesir-bandirma-pasabayir-satilik/daire/110558-13397,28-03-2025,Daire,80.0,30.0,3. Kat,Balıkesir / Bandırma / Paşabayır Mah.,1350000,TL,Balıkesir,Bandırma,1.072,2. Kademe,16875.0,1.0,3.0,Kombi,"Güney, Doğu",Boş,2,0,3.0,0,1,1,0
140868-1551,https://www.hepsiemlak.com/kocaeli-izmit-veliahmet-satilik/daire/140868-1551,19-03-2025,Daire,80.0,35.0,Kot 1,Kocaeli / İzmit / Veliahmet Mah.,1350000,TL,Kocaeli,İzmit,2.023,1. Kademe,16875.0,1.0,6.0,Soba,Doğu,Boş,2,1,-1.0,0,0,1,0
122596-1428,https://www.hepsiemlak.com/kayseri-kocasinan-yavuz-selim-satilik/daire/122596-1428,17-04-2025,Daire,160.0,25.0,Yüksek Giriş,Kayseri / Kocasinan / Yavuz Selim Mah.,1350000,TL,Kayseri,Kocasinan,1.558,2. Kademe,8437.5,1.0,4.0,Soba,"Kuzey, Güney, Doğu",Kiracılı,3,1,0.0,1,1,1,0
96972-999,https://www.hepsiemlak.com/amasya-merzifon-sofular-satilik/daire/96972-999,28-02-2025,Daire,66.0,1.0,3. Kat,Amasya / Merzifon / Sofular Mah.,1350000,TL,Amasya,Merzifon,0.547,2. Kademe,20454.55,1.0,3.0,Kombi,Doğu,Boş,1,1,3.0,0,0,1,0
132278-48,https://www.hepsiemlak.com/tekirdag-suleymanpasa-ortacami-satilik/daire/132278-48,05-02-2025,Daire,100.0,35.0,En Üst Kat,Tekirdağ / Süleymanpaşa / Ortacami Mah.,1350000,TL,Tekirdağ,Süleymanpaşa,1.314,2. Kademe,13500.0,1.0,4.0,Kombi,Kuzey,Boş,2,1,4.0,1,0,0,0
128752-1431,https://www.hepsiemlak.com/karaman-kazimkarabekir-selcuklu-satilik/daire/128752-1431,25-04-2025,Daire,115.0,1.0,3. Kat,Karaman / Kazımkarabekir / Selçuklu Mah.,1350000,TL,Karaman,Kazımkarabekir,0.022,3. Kademe,11739.13,1.0,3.0,Kombi,"Güney, Doğu",Boş,3,1,3.0,0,1,1,0
148948-79,https://www.hepsiemlak.com/ankara-polatli-sehitlik-satilik/daire/148948-79,04-02-2025,Daire,140.0,25.0,En Üst Kat,Ankara / Polatlı / Şehitlik Mah.,1350000,TL,Ankara,Polatlı,0.581,2. Kademe,9642.86,1.0,3.0,Soba,Kuzey,Boş,3,1,3.0,1,0,0,0
4901-6841,https://www.hepsiemlak.com/ankara-kecioren-19-mayis-satilik/daire/4901-6841,17-04-2025,Daire,50.0,28.0,Kot 2,Ankara / Keçiören / 19 Mayıs Mah.,1350000,TL,Ankara,Keçiören,1.365,2. Kademe,27000.0,1.0,3.0,Kombi,Doğu,Boş,1,1,-1.0,0,0,1,0
117078-1018,https://www.hepsiemlak.com/hatay-arsuz-karaagac-konarli-satilik/daire/117078-1018,14-03-2025,Daire,45.0,5.0,2. Kat,Hatay / Arsuz / Karaağaç Konarlı Mah.,1350000,TL,Hatay,Arsuz,-0.064,3. Kademe,30000.0,1.0,4.0,Klima,Doğu,Kiracılı,1,1,2.0,0,0,1,0
87701-3247,https://www.hepsiemlak.com/istanbul-kucukcekmece-mehmet-akif-satilik/daire/87701-3247,14-03-2025,Daire,65.0,10.0,Bahçe Katı,İstanbul / Küçükçekmece / Mehmet Akif Mah.,1350000,TL,İstanbul,Küçükçekmece,2.161,1. Kademe,20769.23,1.0,4.0,Kombi,Güney,Boş,1,1,0.0,0,1,0,0
96870-1179,https://www.hepsiemlak.com/kutahya-merkez-100-yil-satilik/daire/96870-1179,13-02-2025,Daire,55.0,5.0,Yüksek Giriş,Kütahya / Merkez / 100. Yıl Mah.,1350000,TL,Kütahya,Merkez,1.23,2. Kademe,24545.45,1.0,3.0,Kombi,"Güney, Doğu",Boş,1,1,0.0,0,1,1,0
121775-404,https://www.hepsiemlak.com/karaman-merkez-kirbagi-satilik/daire/121775-404,18-04-2025,Daire,55.0,1.0,2. Kat,Karaman / Merkez / Kırbağı Mah.,1350000,TL,Karaman,Merkez,0.761,2. Kademe,24545.45,1.0,3.0,Kombi,"Kuzey, Güney",Boş,1,1,2.0,1,1,0,0
149659-104,https://www.hepsiemlak.com/istanbul-bagcilar-15-temmuz-satilik/daire/149659-104,25-04-2025,Daire,70.0,26.0,Bahçe Katı,İstanbul / Bağcılar / 15 Temmuz Mah.,1350000,TL,İstanbul,Bağcılar,2.346,1. Kademe,19285.71,1.0,6.0,Kombi,Güney,Boş,2,1,0.0,0,1,0,0
131719-384,https://www.hepsiemlak.com/hatay-iskenderun-meydan-satilik/daire/131719-384,21-04-2025,Daire,65.0,5.0,Ara Kat,Hatay / İskenderun / Meydan Mah.,1350000,TL,Hatay,İskenderun,1.056,2. Kademe,20769.23,1.0,4.0,Klima,"Kuzey, Güney, Doğu, Batı",Kiracılı,1,1,2.0,1,1,1,1
128844-574,https://www.hepsiemlak.com/balikesir-bandirma-cinarli-satilik/daire/128844-574,07-04-2025,Daire,70.0,25.0,2. Kat,Balıkesir / Bandırma / Çınarlı Mah.,1350000,TL,Balıkesir,Bandırma,1.072,2. Kademe,19285.71,1.0,2.0,Kombi,Batı,Boş,2,1,2.0,0,0,0,1
20838-2874,https://www.hepsiemlak.com/ankara-polatli-cumhuriyet-satilik/daire/20838-2874,22-02-2025,Daire,130.0,30.0,En Üst Kat,Ankara / Polatlı / Cumhuriyet Mah.,1350000,TL,Ankara,Polatlı,0.581,2. Kademe,10384.62,1.0,4.0,Kombi,"Doğu, Batı",Kiracılı,3,1,4.0,0,0,1,1
145470-14,https://www.hepsiemlak.com/mersin-erdemli-akdeniz-satilik/daire/145470-14,06-04-2025,Daire,110.0,26.0,1. Kat,Mersin / Erdemli / Akdeniz Mah.,1350000,TL,Mersin,Erdemli,0.331,3. Kademe,12272.73,1.0,5.0,Klima,"Güney, Doğu, Batı",Kiracılı,2,1,1.0,0,1,1,1
153824-36,https://www.hepsiemlak.com/aydin-efeler-zafer-satilik/daire/153824-36,23-03-2025,Daire,27.0,5.0,3. Kat,Aydın / Efeler / Zafer Mah.,1350000,TL,Aydın,Efeler,1.518,2. Kademe,50000.0,1.0,5.0,Kombi,"Doğu, Batı",Boş,1,1,3.0,0,0,1,1
79029-4270,https://www.hepsiemlak.com/kirikkale-yahsihan-yenisehir-satilik/daire/79029-4270,17-04-2025,Daire,85.0,2.0,2. Kat,Kırıkkale / Yahşihan / Yenişehir Mah.,1350000,TL,Kırıkkale,Yahşihan,1.778,1. Kademe,15882.35,1.0,5.0,Kombi,Güney,Kiracılı,2,1,2.0,0,1,0,0
132721-544,https://www.hepsiemlak.com/balikesir-bandirma-gunaydin-satilik/daire/132721-544,16-04-2025,Daire,95.0,30.0,Giriş Katı,Balıkesir / Bandırma / Günaydın Mah.,1350000,TL,Balıkesir,Bandırma,1.072,2. Kademe,14210.53,1.0,5.0,Kombi,"Doğu, Batı",Mülk Sahibi,1,1,0.0,0,0,1,1
117361-1155,https://www.hepsiemlak.com/ankara-cubuk-cumhuriyet-satilik/daire/117361-1155,15-04-2025,Daire,130.0,40.0,1. Kat,Ankara / Çubuk / Cumhuriyet Mah.,1350000,TL,Ankara,Çubuk,0.298,3. Kademe,10384.62,1.0,3.0,Kombi,"Kuzey, Doğu",Boş,3,1,1.0,1,0,1,0
7767-4400,https://www.hepsiemlak.com/balikesir-bandirma-gunaydin-satilik/daire/7767-4400,21-02-2025,Daire,97.0,30.0,4. Kat,Balıkesir / Bandırma / Günaydın Mah.,1350000,TL,Balıkesir,Bandırma,1.072,2. Kademe,13917.53,1.0,4.0,Kombi,Güney,Boş,2,1,4.0,0,1,0,0
39194-1729,https://www.hepsiemlak.com/ankara-akyurt-guzelhisar-satilik/daire/39194-1729,15-04-2025,Daire,140.0,15.0,3. Kat,Ankara / Akyurt / Güzelhisar Mah.,1350000,TL,Ankara,Akyurt,0.705,2. Kademe,9642.86,2.0,4.0,Kombi,"Güney, Batı",Boş,3,1,3.0,0,1,0,1
57200-275,https://www.hepsiemlak.com/eskisehir-odunpazari-buyukdere-satilik/daire/57200-275,11-03-2025,Daire,60.0,16.0,3. Kat,Eskişehir / Odunpazarı / Büyükdere Mah.,1350000,TL,Eskişehir,Odunpazarı,1.95,1. Kademe,22500.0,1.0,3.0,Kombi,Güney,Kiracılı,1,1,3.0,0,1,0,0
128844-752,https://www.hepsiemlak.com/balikesir-bandirma-cinarli-satilik/daire/128844-752,23-04-2025,Daire,159.0,25.0,Yüksek Giriş,Balıkesir / Bandırma / Çınarlı Mah.,1350000,TL,Balıkesir,Bandırma,1.072,2. Kademe,8490.57,1.0,4.0,Soba,Batı,Mülk Sahibi,2,1,0.0,0,0,0,1
116217-173,https://www.hepsiemlak.com/samsun-bafra-altinyaprak-satilik/daire/116217-173,14-04-2025,Daire,135.0,35.0,2. Kat,Samsun / Bafra / Altınyaprak Mah.,1350000,TL,Samsun,Bafra,0.256,3. Kademe,10000.0,1.0,5.0,Soba,Kuzey,Boş,3,1,2.0,1,0,0,0
129656-256,https://www.hepsiemlak.com/ankara-mamak-demirlibahce-satilik/daire/129656-256,12-04-2025,Daire,85.0,50.0,Kot 1,Ankara / Mamak / Demirlibahçe Mah.,1350000,TL,Ankara,Mamak,0.779,2. Kademe,15882.35,1.0,3.0,Kombi,Doğu,Kiracılı,2,1,-1.0,0,0,1,0
116305-550,https://www.hepsiemlak.com/ankara-polatli-sentepe-satilik/daire/116305-550,03-04-2025,Daire,140.0,19.0,5. Kat,Ankara / Polatlı / Şentepe Mah.,1350000,TL,Ankara,Polatlı,0.581,2. Kademe,9642.86,1.0,5.0,Kombi,"Güney, Doğu, Batı",Mülk Sahibi,2,1,5.0,0,1,1,1
130643-365,https://www.hepsiemlak.com/sakarya-adapazari-korucuk-satilik/daire/130643-365,22-04-2025,Daire,55.0,5.0,Yüksek Giriş,Sakarya / Adapazarı / Korucuk Mah.,1350000,TL,Sakarya,Adapazarı,1.392,2. Kademe,24545.45,1.0,3.0,Kombi,"Güney, Doğu, Batı",Kiracılı,1,1,0.0,0,1,1,1
0-44434756,https://www.hepsiemlak.com/kayseri-develi-sehit-ustegmen-hasan-sahan-satilik/daire/0-44434756,07-04-2025,Daire,100.0,30.0,Yüksek Giriş,Kayseri / Develi / Şehit Üsteğmen Hasan Şahan Mah.,1350000,TL,Kayseri,Develi,-0.139,3. Kademe,13500.0,1.0,3.0,Kombi,"Kuzey, Güney, Batı",Boş,3,1,0.0,1,1,0,1
118304-3655,https://www.hepsiemlak.com/ankara-kecioren-asagi-eglence-satilik/daire/118304-3655,01-04-2025,Daire,110.0,26.0,Bahçe Katı,Ankara / Keçiören / Aşağı Eğlence Mah.,1350000,TL,Ankara,Keçiören,1.365,2. Kademe,12272.73,1.0,3.0,Kombi,"Kuzey, Güney, Doğu, Batı",Kiracılı,2,1,0.0,1,1,1,1
139363-228,https://www.hepsiemlak.com/kirikkale-merkez-yuva-satilik/daire/139363-228,28-03-2025,Daire,120.0,20.0,1. Kat,Kırıkkale / Merkez / Yuva Mah.,1350000,TL,Kırıkkale,Merkez,0.726,2. Kademe,11250.0,1.0,4.0,Kombi,Güney,Boş,3,1,1.0,0,1,0,0
151520-53,https://www.hepsiemlak.com/duzce-merkez-orhangazi-satilik/daire/151520-53,14-04-2025,Daire,65.0,6.0,1. Kat,Düzce / Merkez / Orhangazi Mah.,1350000,TL,Düzce,Merkez,1.032,2. Kademe,20769.23,1.0,10.0,Kombi,Güney,Kiracılı,1,1,1.0,0,1,0,0
145060-56,https://www.hepsiemlak.com/giresun-merkez-haci-huseyin-satilik/daire/145060-56,22-04-2025,Daire,90.0,31.0,Giriş Katı,Giresun / Merkez / Hacı Hüseyin Mah.,1350000,TL,Giresun,Merkez,1.145,2. Kademe,15000.0,1.0,3.0,Klima,"Kuzey, Güney, Batı",Kiracılı,2,1,0.0,1,1,0,1
0-44350512,https://www.hepsiemlak.com/bursa-yildirim-egitim-satilik/daire/0-44350512,15-04-2025,Daire,75.0,25.0,2. Kat,Bursa / Yıldırım / Eğitim Mah.,1350000,TL,Bursa,Yıldırım,1.085,2. Kademe,18000.0,1.0,5.0,Doğalgaz Sobası,"Kuzey, Güney, Doğu, Batı",Boş,2,1,2.0,1,1,1,1
93644-1454,https://www.hepsiemlak.com/eskisehir-tepebasi-sutluce-satilik/daire/93644-1454,07-04-2025,Daire,60.0,8.0,En Üst Kat,Eskişehir / Tepebaşı / Sütlüce Mah.,1350000,TL,Eskişehir,Tepebaşı,1.477,2. Kademe,22500.0,1.0,3.0,Kombi,Kuzey,Kiracılı,1,1,3.0,1,0,0,0
111966-3147,https://www.hepsiemlak.com/ankara-polatli-cumhuriyet-satilik/daire/111966-3147,21-04-2025,Daire,135.0,25.0,3. Kat,Ankara / Polatlı / Cumhuriyet Mah.,1350000,TL,Ankara,Polatlı,0.581,2. Kademe,10000.0,1.0,4.0,Soba,Güney,Boş,3,1,3.0,0,1,0,0
137628-236,https://www.hepsiemlak.com/zonguldak-kozlu-19-mayis-satilik/daire/137628-236,18-04-2025,Daire,70.0,5.0,2. Kat,Zonguldak / Kozlu / 19 Mayıs Mah.,1350000,TL,Zonguldak,Kozlu,0.622,2. Kademe,19285.71,1.0,6.0,Kombi,Güney,Kiracılı,1,1,2.0,0,1,0,0
132217-586,https://www.hepsiemlak.com/istanbul-esenyurt-gokevler-satilik/daire/132217-586,03-04-2025,Daire,80.0,7.0,4. Kat,İstanbul / Esenyurt / Gökevler Mah.,1350000,TL,İstanbul,Esenyurt,2.479,1. Kademe,16875.0,1.0,13.0,Kombi,Güney,Boş,1,1,4.0,0,1,0,0
89908-7319,https://www.hepsiemlak.com/bursa-gemlik-kayhan-satilik/daire/89908-7319,19-04-2025,Daire,115.0,30.0,5. Kat,Bursa / Gemlik / Kayhan Mah.,1350000,TL,Bursa,Gemlik,0.743,2. Kademe,11739.13,1.0,5.0,Kombi,Güney,Belirtilmemiş,2,1,5.0,0,1,0,0
26735-2162,https://www.hepsiemlak.com/ankara-polatli-cumhuriyet-satilik/daire/26735-2162,24-04-2025,Daire,110.0,30.0,2. Kat,Ankara / Polatlı / Cumhuriyet Mah.,1350000,TL,Ankara,Polatlı,0.581,2. Kademe,12272.73,1.0,3.0,Kombi,Batı,Boş,3,1,2.0,0,0,0,1
96267-1203,https://www.hepsiemlak.com/corum-merkez-gulabibey-satilik/daire/96267-1203,25-04-2025,Daire,110.0,20.0,3. Kat,Çorum / Merkez / Gülabibey Mah.,1350000,TL,Çorum,Merkez,1.026,2. Kademe,12272.73,1.0,1.0,Kombi,"Güney, Doğu, Batı",Kiracılı,2,1,3.0,0,1,1,1
135187-362,https://www.hepsiemlak.com/ankara-sincan-aksemsettin-satilik/daire/135187-362,22-04-2025,Daire,110.0,25.0,Bahçe Katı,Ankara / Sincan / Akşemsettin Mah.,1350000,TL,Ankara,Sincan,1.05,2. Kademe,12272.73,1.0,4.0,Kombi,"Kuzey, Doğu",Boş,3,1,0.0,1,0,1,0
130643-371,https://www.hepsiemlak.com/sakarya-adapazari-korucuk-satilik/daire/130643-371,22-04-2025,Daire,55.0,5.0,Yüksek Giriş,Sakarya / Adapazarı / Korucuk Mah.,1350000,TL,Sakarya,Adapazarı,1.392,2. Kademe,24545.45,1.0,4.0,Kombi,"Güney, Batı",Boş,1,1,0.0,0,1,0,1
