ilan_id,oda_sayisi,banyo_sayisi,kat_sayisi,isinma_tipi,cephe,kullanim_durumu
112628-2075,2 + 1,1.0,4 Katlı,Klima,"Doğu, Batı",Boş
144260-48,2 + 1,1.0,4 Katlı,Kombi,Güney,Boş
144925-182,1 + 1,1.0,11 Katlı,Klima,Doğu,Boş
121490-335,1 + 1,1.0,25 Katlı,Kombi,Güney,Boş
121490-341,2 + 1,1.0,6 Katlı,Kombi,Güney,Boş
37307-689,1 + 1,1.0,5 Katlı,Kombi,"Kuzey, Doğu, Batı",Boş
151202-402,1 + 1,1.0,4 Katlı,Kombi,"Kuzey, Doğu",Boş
80009-1215,1 + 1,1.0,5 Katlı,Kombi,Güney,Boş
149855-109,1 + 1,1.0,11 Katlı,Klima,"Kuzey, Güney, Doğu, Batı",Boş
111753-2027,2 + 1,2.0,4 Katlı,Kombi,"Kuzey, Güney, Doğu, Batı",Boş
91559-69,2 + 1,1.0,5 Katlı,Kombi,"Güney, Batı",Boş
110946-214,1 + 1,1.0,6 Katlı,Klima,"Kuzey, Güney",Boş
154779-19,2 + 1,1.0,5 Katlı,Kombi,Güney,Boş
144360-54,1 + 1,1.0,4 Katlı,Yerden Isıtma,"Güney, Doğu",Boş
148517-48,3 + 1,1.0,4 Katlı,Kombi,"Kuzey, Güney",Boş
145595-154,1 + 1,1.0,4 Katlı,Kombi,"Güney, Doğu",Boş
75931-2865,3 + 1,2.0,3 Katlı,Kombi,"Güney, Doğu, Batı",Boş
144360-30,1 + 1,1.0,4 Katlı,Kombi,"Güney, Doğu",Boş
74274-1049,2 + 0,1.0,3 Katlı,Soba,Güney,Boş
3863-479,3 + 1,1.0,3 Katlı,Kombi,"Güney, Doğu, Batı",Kiracılı
144178-536,2 + 1,1.0,5 Katlı,Kombi,"Güney, Doğu",Boş
68903-1394,1 + 1,1.0,4 Katlı,Kat Kaloriferi,Güney,Boş
99212-3385,3 + 1,1.0,3 Katlı,Soba,"Güney, Doğu, Batı",Boş
104770-7184,2 + 1,1.0,5 Katlı,Kombi,"Güney, Doğu",Boş
123335-326,3 + 1,1.0,3 Katlı,Kombi,"Güney, Doğu, Batı",
111334-4019,2 + 1,1.0,3 Katlı,Kombi,Güney,Kiracılı
128355-1964,1 + 1,1.0,3 Katlı,Kombi,"Güney, Doğu",Boş
131265-489,1 + 1,1.0,5 Katlı,Kombi,"Kuzey, Batı",Boş
114080-458,3 + 1,1.0,5 Katlı,Kombi,"Güney, Doğu, Batı",Boş
148578-32,3 + 1,1.0,4 Katlı,Soba,"Güney, Batı",Boş
151903-15,1 + 1,1.0,5 Katlı,Isıtma Yok,"Kuzey, Doğu",Boş
104765-2313,1 + 1,1.0,5 Katlı,Kombi,Güney,
133502-106,2 + 0,1.0,5 Katlı,Kombi,"Kuzey, Güney, Doğu",Boş
68903-1352,1 + 1,1.0,4 Katlı,Kat Kaloriferi,Doğu,Kiracılı
111035-2111,1 + 1,1.0,5 Katlı,Kombi,Güney,Kiracılı
111639-470,2 + 1,1.0,5 Katlı,Kombi,Doğu,Boş
0-44519190,1 + 1,1.0,5 Katlı,Kombi,Batı,Boş
102793-2555,3 + 1,1.0,5 Katlı,Klima,Batı,Kiracılı
153264-25,3 + 1,1.0,3 Katlı,Kombi,"Güney, Doğu, Batı",Boş
126556-789,1 + 1,1.0,6 Katlı,Kombi,Güney,Boş
136424-397,2 + 1,1.0,6 Katlı,Kombi,"Kuzey, Güney, Doğu",Kiracılı
60116-1823,1 + 1,1.0,5 Katlı,Klima,Kuzey,
153665-40,1 + 1,1.0,4 Katlı,Kombi,Güney,Boş
135473-8,2 + 1,1.0,3 Katlı,Kombi,Batı,Kiracılı
118782-1030,2 + 1,1.0,5 Katlı,Kombi,Batı,Boş
140910-42,3 + 1,1.0,4 Katlı,Soba,"Kuzey, Güney, Doğu",Boş
122559-807,1 + 1,1.0,5 Katlı,Kombi,"Güney, Doğu, Batı",Kiracılı
87701-3288,2 + 1,1.0,7 Katlı,Kombi,Güney,Kiracılı
20838-2902,3 + 1,1.0,5 Katlı,Soba,Güney,Kiracılı
144260-49,2 + 1,1.0,5 Katlı,Kombi,Güney,Boş
140966-114,2 + 1,1.0,5 Katlı,Merkezi,Doğu,Boş
54871-4705,2 + 1,1.0,5 Katlı,Kombi,"Kuzey, Güney, Doğu",Belirtilmemiş
138422-175,2 + 1,1.0,4 Katlı,Kombi,"Güney, Doğu",Belirtilmemiş
124737-371,2 + 1,1.0,1 Katlı,Soba,"Güney, Doğu",Boş
53648-1545,2 + 1,1.0,5 Katlı,Kombi,"Kuzey, Güney",Kiracılı
151903-30,1 + 0,1.0,5 Katlı,Isıtma Yok,"Kuzey, Doğu",Boş
143826-98,2 + 1,1.0,3 Katlı,Kombi,Kuzey,Boş
125956-484,1 + 1,1.0,3 Katlı,Kombi,Doğu,Kiracılı
120617-444,2 + 1,1.0,5 Katlı,Merkezi (Pay Ölçer),"Güney, Doğu",Kiracılı
141114-232,4 + 1,1.0,4 Katlı,Soba,"Güney, Doğu",Mülk Sahibi
79259-682,4 + 1,2.0,5 Katlı,Soba,Kuzey,Boş
146600-74,1 + 1,1.0,25 Katlı,Merkezi,Güney,Boş
129321-430,2 + 1,1.0,3 Katlı,Klima,"Güney, Batı",Mülk Sahibi
134542-151,2 + 1,1.0,4 Katlı,Kombi,Batı,Mülk Sahibi
133477-448,2 + 1,1.0,5 Katlı,Kombi,"Güney, Doğu",Boş
148754-74,2 + 1,1.0,5 Katlı,Kombi,"Kuzey, Güney, Doğu, Batı",Kiracılı
140529-149,3 + 1,1.0,4 Katlı,Kombi,"Güney, Batı",Boş
126174-95,1 + 1,1.0,3 Katlı,Doğalgaz Sobası,"Kuzey, Doğu, Batı",Boş
155100-6,1 + 1,1.0,5 Katlı,Kombi,Güney,Boş
41594-2344,1 + 1,1.0,3 Katlı,Kombi,"Doğu, Batı",
124952-62,1 + 1,1.0,6 Katlı,Kombi,"Kuzey, Batı",
104770-7205,2 + 1,1.0,6 Katlı,Kombi,"Güney, Doğu",Boş
26735-2079,2 + 1,1.0,1 Katlı,Kombi,"Güney, Doğu, Batı",Mülk Sahibi
104770-7209,2 + 1,1.0,6 Katlı,Kombi,"Güney, Doğu",Boş
139991-713,1 + 1,1.0,14 Katlı,Klima,"Kuzey, Güney, Doğu, Batı",Boş
131901-747,2 + 1,2.0,5 Katlı,Kombi,"Kuzey, Güney, Doğu",Boş
0-44510479,1 + 1,1.0,6 Katlı,Kombi,"Güney, Doğu",Boş
41594-2341,1 + 1,1.0,3 Katlı,Kombi,Güney,
128689-141,2 + 1,1.0,6 Katlı,Kombi,"Kuzey, Güney, Batı",Boş
144360-55,1 + 1,1.0,4 Katlı,Kombi,Güney,Boş
92198-1842,2 + 1,1.0,5 Katlı,Kombi,"Kuzey, Güney, Doğu, Batı",Boş
66611-1859,3 + 1,1.0,5 Katlı,Kombi,"Güney, Doğu",Mülk Sahibi
136825-329,2 + 1,1.0,4 Katlı,Soba,"Kuzey, Güney, Doğu, Batı",Mülk Sahibi
153875-14,2 + 0,1.0,5 Katlı,Kombi,Doğu,Kiracılı
135223-1406,1 + 1,1.0,12 Katlı,Isıtma Yok,Güney,Boş
144360-56,1 + 1,1.0,4 Katlı,Kombi,"Güney, Doğu",Boş
0-44017047,3 + 1,1.0,4 Katlı,Kombi,Güney,Kiracılı
121490-347,2 + 1,1.0,6 Katlı,Kombi,"Kuzey, Güney",Boş
0-40097438,1 + 1,1.0,3 Katlı,Klima,Güney,Kiracılı
133831-768,1 + 1,1.0,9 Katlı,Klima,"Kuzey, Güney, Doğu, Batı",Kiracılı
133917-434,2 + 1,1.0,4 Katlı,Kombi,"Kuzey, Güney, Doğu, Batı",Boş
121912-1239,2 + 1,1.0,4 Katlı,Kombi,Güney,Boş
154473-122,2 + 1,1.0,6 Katlı,Kombi,Güney,Boş
120617-434,2 + 1,1.0,6 Katlı,Kombi,Güney,Boş
146600-75,2 + 1,1.0,5 Katlı,Kombi,Güney,Boş
121912-1236,2 + 1,1.0,4 Katlı,Kombi,Güney,Boş
154473-131,3 + 1,1.0,5 Katlı,Kombi,Güney,Boş
132292-936,1 + 1,1.0,17 Katlı,Kombi,Güney,Boş
132292-994,1 + 1,1.0,20 Katlı,Merkezi,Güney,Boş
0-43772049,5 + 1,1.0,5 Katlı,Doğalgaz Sobası,Kuzey,Kiracılı
148237-26,2 + 1,1.0,4 Katlı,Kombi,"Güney, Doğu",Boş
134615-238,1 + 1,1.0,3 Katlı,Soba,Kuzey,Kiracılı
136861-445,2 + 1,1.0,3 Katlı,Soba,"Kuzey, Doğu",Boş
121035-46,1 + 1,1.0,5 Katlı,Kombi,Kuzey,Boş
60929-957,2 + 1,1.0,3 Katlı,Kombi,"Kuzey, Güney",Mülk Sahibi
68903-281,2 + 1,1.0,6 Katlı,Kombi,"Kuzey, Güney, Doğu, Batı",Belirtilmemiş
106802-542,3 + 1,1.0,5 Katlı,Isıtma Yok,"Güney, Doğu",Boş
152541-48,2 + 1,1.0,3 Katlı,Kombi,"Güney, Doğu",Boş
137378-9,2 + 1,1.0,2 Katlı,Soba,"Kuzey, Güney",Kiracılı
0-43598828,1 + 1,1.0,5 Katlı,Yerden Isıtma,"Güney, Batı",Kiracılı
155295-45,3 + 1,1.0,5 Katlı,Kombi,"Doğu, Batı",Kiracılı
111967-474,2 + 1,1.0,3 Katlı,Klima,"Güney, Doğu, Batı",Boş
75931-3225,1 + 1,1.0,3 Katlı,Soba,"Kuzey, Güney, Doğu, Batı",Boş
70173-854,1 + 1,1.0,3 Katlı,Kombi,Kuzey,Boş
133699-503,3 + 1,1.0,5 Katlı,Kombi,"Kuzey, Güney, Doğu",Mülk Sahibi
146679-206,1 + 1,1.0,6 Katlı,Kombi,"Güney, Doğu",Boş
60929-861,2 + 1,1.0,4 Katlı,Kombi,"Güney, Batı",Mülk Sahibi
119531-715,1 + 1,1.0,3 Katlı,Kombi,Batı,Boş
131745-983,1 + 1,1.0,14 Katlı,Kombi,Güney,Boş
0-44417959,2 + 1,1.0,5 Katlı,Kombi,"Doğu, Batı",Kiracılı
97174-10,2 + 1,1.0,5 Katlı,Merkezi,"Kuzey, Güney",Boş
0-44435076,1 + 1,1.0,4 Katlı,Doğalgaz Sobası,"Kuzey, Doğu",Mülk Sahibi
0-44301344,2 + 1,1.0,3 Katlı,Merkezi,Doğu,Boş
131388-45,2 + 1,1.0,4 Katlı,Klima,"Doğu, Batı",Kiracılı
131690-335,2 + 1,1.0,4 Katlı,Kombi,"Kuzey, Batı",Boş
134575-243,1 + 1,1.0,4 Katlı,Kombi,"Güney, Doğu",Boş
150244-136,1 + 1,1.0,4 Katlı,Kombi,Doğu,Kiracılı
81590-746,2 + 0,1.0,4 Katlı,Kombi,Güney,Kiracılı
137832-536,1 + 1,1.0,3 Katlı,Kombi,Güney,Kiracılı
69973-651,2 + 1,1.0,4 Katlı,Kombi,Doğu,Boş
125635-659,1 + 1,1.0,3 Katlı,Kombi,Doğu,Boş
28731-1268,1 + 2,1.0,5 Katlı,Merkezi,"Kuzey, Güney",Kiracılı
138321-608,2 + 1,1.0,5 Katlı,Kombi,Güney,Boş
133831-845,1 + 1,1.0,11 Katlı,Isıtma Yok,"Kuzey, Güney, Doğu, Batı",Boş
60294-826,3 + 1,1.0,5 Katlı,Kombi,"Kuzey, Güney",Boş
113600-459,1 + 1,1.0,3 Katlı,Klima,Batı,Boş
74428-335,3 + 1,1.0,6 Katlı,Kombi,Doğu,Kiracılı
94137-1234,2 + 1,1.0,3 Katlı,Soba,"Kuzey, Batı",Boş
128440-189,1 + 1,1.0,8 Katlı,Kombi,"Kuzey, Batı",Kiracılı
0-44341330,2 + 1,1.0,4 Katlı,Soba,Güney,
98561-2060,2 + 1,1.0,3 Katlı,Kombi,Batı,Mülk Sahibi
25150-131,2 + 1,1.0,5 Katlı,Merkezi,"Kuzey, Güney, Doğu",Kiracılı
62608-1209,2 + 1,1.0,4 Katlı,Soba,"Kuzey, Doğu",Boş
144260-25,1 + 1,1.0,3 Katlı,Kombi,Güney,Kiracılı
153875-12,1 + 1,1.0,4 Katlı,Kombi,Doğu,Boş
151279-194,1 + 1,1.0,9 Katlı,Kombi,"Kuzey, Güney, Batı",Kiracılı
149055-344,2 + 1,1.0,4 Katlı,Kombi,Doğu,Boş
133344-211,2 + 1,1.0,4 Katlı,Soba,"Kuzey, Güney",Boş
156646-24,2 + 1,1.0,3 Katlı,Soba,"Doğu, Batı",Mülk Sahibi
152464-11,2 + 1,1.0,4 Katlı,Kombi,Güney,Kiracılı
126556-735,1 + 1,1.0,5 Katlı,Kombi,"Kuzey, Batı",Kiracılı
129059-1210,3 + 1,1.0,4 Katlı,Kombi,"Kuzey, Güney",Boş
74726-2553,2 + 1,1.0,5 Katlı,Kombi,Güney,Kiracılı
139735-197,1 + 1,1.0,2 Katlı,Kombi,"Kuzey, Doğu, Batı",Kiracılı
144233-813,1 + 1,1.0,15 Katlı,Klima,"Güney, Doğu",Boş
131828-1412,1 + 1,1.0,3 Katlı,Kombi,"Güney, Batı",Kiracılı
146717-53,1 + 1,1.0,20 Katlı,Merkezi,"Güney, Doğu",Boş
92198-1849,3 + 1,2.0,6 Katlı,Kombi,"Kuzey, Güney, Doğu, Batı",Boş
144260-32,2 + 1,1.0,5 Katlı,Kombi,Güney,Boş
153875-16,1 + 1,1.0,4 Katlı,Kombi,Doğu,Boş
124511-713,1 + 1,1.0,3 Katlı,Kombi,"Kuzey, Batı",
31543-1547,1 + 1,1.0,3 Katlı,Kombi,Doğu,Boş
142780-277,3 + 1,2.0,4 Katlı,Kombi,"Kuzey, Doğu",Mülk Sahibi
154485-120,1 + 0,1.0,2 Katlı,Merkezi,"Güney, Doğu",Kiracılı
146764-92,1 + 1,1.0,3 Katlı,Kombi,Güney,Boş
17598-802,2 + 1,1.0,4 Katlı,Soba,Doğu,
128844-719,2 + 1,1.0,4 Katlı,Soba,Batı,Kiracılı
134615-672,1 + 1,1.0,3 Katlı,Klima,Batı,Boş
41594-2377,1 + 1,1.0,4 Katlı,Kombi,"Doğu, Batı",Boş
111753-2126,2 + 1,1.0,5 Katlı,Kombi,"Kuzey, Güney, Doğu, Batı",Boş
149096-76,3 + 1,1.0,3 Katlı,Soba,"Doğu, Batı",
138411-379,3 + 1,1.0,3 Katlı,Soba,"Kuzey, Batı",Kiracılı
133831-830,1 + 1,1.0,8 Katlı,Isıtma Yok,"Kuzey, Güney, Doğu, Batı",Boş
152357-13,2 + 1,1.0,4 Katlı,Kombi,"Güney, Doğu",Boş
145617-192,1 + 1,1.0,8 Katlı,Yerden Isıtma,"Kuzey, Güney, Doğu, Batı",Boş
111753-2295,2 + 1,1.0,5 Katlı,Kombi,"Kuzey, Güney, Doğu, Batı",Boş
111753-2299,2 + 1,1.0,4 Katlı,Kombi,"Güney, Doğu",Boş
110125-272,1 + 1,1.0,5 Katlı,Kombi,"Doğu, Batı",Boş
47825-822,3 + 1,1.0,4 Katlı,Kombi,"Güney, Batı",Boş
115984-1251,2 + 1,1.0,5 Katlı,Kombi,Batı,Mülk Sahibi
154473-86,3 + 1,1.0,5 Katlı,Kombi,Güney,Boş
6680-22225,1 + 1,1.0,5 Katlı,Kombi,"Güney, Batı",Boş
137066-181,1 + 1,1.0,4 Katlı,Kombi,"Kuzey, Güney, Doğu, Batı",Boş
37307-707,2 + 1,1.0,5 Katlı,Kombi,Doğu,Boş
115304-264,2 + 0,1.0,4 Katlı,Kombi,Doğu,Mülk Sahibi
129547-119,2 + 1,1.0,2 Katlı,Soba,"Güney, Doğu",Kiracılı
128844-249,2 + 1,1.0,4 Katlı,Kombi,Batı,Mülk Sahibi
74015-2463,2 + 1,1.0,5 Katlı,Kombi,"Güney, Batı",Mülk Sahibi
127933-790,2 + 1,1.0,3 Katlı,Klima,"Kuzey, Doğu, Batı",Boş
46127-4008,2 + 1,2.0,4 Katlı,Kombi,"Güney, Batı",Boş
46127-3559,2 + 1,1.0,5 Katlı,Kombi,"Doğu, Batı",Kiracılı
140966-85,1 + 1,1.0,4 Katlı,Klima,"Kuzey, Güney",Kiracılı
96067-221,1 + 1,1.0,4 Katlı,Merkezi,Kuzey,Boş
123818-581,1 + 1,1.0,4 Katlı,Kombi,Güney,Boş
142678-479,1 + 1,1.0,7 Katlı,Klima,Batı,Boş
138543-226,2 + 1,1.0,5 Katlı,Kombi,Batı,Mülk Sahibi
144320-37,2 + 0,1.0,5 Katlı,Kombi,Güney,Kiracılı
69227-402,2 + 1,1.0,3 Katlı,Merkezi,Güney,Boş
0-44120930,3 + 1,1.0,10 Katlı,Kombi,Güney,Boş
65028-3932,3 + 1,1.0,4 Katlı,Kombi,"Kuzey, Güney, Doğu, Batı",Boş
114614-1421,3 + 1,1.0,3 Katlı,Soba,"Kuzey, Güney, Doğu, Batı",Mülk Sahibi
98561-2027,2 + 1,1.0,5 Katlı,Kombi,"Doğu, Batı",Boş
111753-2265,2 + 1,2.0,5 Katlı,Kombi,"Kuzey, Güney, Doğu, Batı",Boş
104770-7194,2 + 1,1.0,6 Katlı,Kombi,"Güney, Doğu",Boş
131206-1207,3 + 1,1.0,4 Katlı,Klima,"Güney, Doğu",Kiracılı
54400-6007,2 + 1,1.0,5 Katlı,Kombi,"Kuzey, Doğu, Batı",Boş
54400-6414,3 + 1,1.0,5 Katlı,Kombi,Güney,Boş
129474-3212,1 + 1,1.0,1 Katlı,Kombi,"Güney, Doğu",Mülk Sahibi
99212-2679,1 + 1,1.0,4 Katlı,Kombi,"Güney, Doğu",Kiracılı
54400-6680,2 + 1,1.0,5 Katlı,Kombi,"Kuzey, Doğu, Batı",Boş
131521-139,1 + 1,1.0,2 Katlı,Kombi,"Doğu, Batı",Mülk Sahibi
95132-415,1 + 1,1.0,5 Katlı,Kombi,"Güney, Doğu, Batı",Boş
141985-91,2 + 1,1.0,3 Katlı,Kombi,"Doğu, Batı",Boş
138763-271,2 + 1,1.0,4 Katlı,Soba,"Doğu, Batı",Boş
140742-260,1 + 1,1.0,5 Katlı,Kombi,Doğu,Boş
26735-2090,2 + 1,1.0,3 Katlı,Kombi,"Güney, Doğu",Mülk Sahibi
124535-3533,1 + 0,1.0,5 Katlı,Kombi,Güney,Boş
151605-17,1 + 1,1.0,4 Katlı,Kombi,"Kuzey, Güney",Mülk Sahibi
76713-228,1 + 1,1.0,4 Katlı,Kombi,"Güney, Doğu",Boş
74301-3808,2 + 1,1.0,4 Katlı,Kombi,"Kuzey, Batı",Boş
155587-33,2 + 1,1.0,6 Katlı,Kombi,"Güney, Doğu, Batı",Boş
158024-4,2 + 1,1.0,4 Katlı,Klima,"Doğu, Batı",Boş
141610-81,3 + 1,1.0,5 Katlı,Kombi,Güney,Boş
140476-282,1 + 1,1.0,5 Katlı,Kombi,Doğu,Kiracılı
150198-68,1 + 1,1.0,5 Katlı,Kombi,"Kuzey, Güney, Doğu, Batı",Boş
129736-965,1 + 1,1.0,6 Katlı,Kombi,Doğu,Boş
91207-3235,1 + 1,1.0,4 Katlı,Soba,Güney,Boş
158018-8,3 + 1,1.0,5 Katlı,Kombi,Batı,
140966-119,1 + 1,1.0,3 Katlı,Merkezi,Kuzey,Kiracılı
118098-195,2 + 1,1.0,4 Katlı,Kombi,"Güney, Doğu",Boş
136424-428,3 + 1,1.0,6 Katlı,Kombi,"Kuzey, Güney, Doğu",Mülk Sahibi
128120-151,2 + 1,1.0,2 Katlı,Kombi,Doğu,Boş
62608-1286,2 + 0,1.0,4 Katlı,Kombi,"Güney, Batı",Kiracılı
89908-7322,2 + 1,1.0,4 Katlı,Kombi,Güney,Belirtilmemiş
144503-178,3 + 1,1.0,4 Katlı,Kombi,"Doğu, Batı",Kiracılı
131495-218,2 + 1,1.0,5 Katlı,Kombi,Güney,Kiracılı
62608-1287,2 + 1,1.0,3 Katlı,Soba,"Kuzey, Doğu, Batı",Kiracılı
0-44513365,1 + 1,1.0,4 Katlı,Kombi,Güney,Boş
141886-68,3 + 1,1.0,4 Katlı,Soba,Kuzey,Kiracılı
134326-85,2 + 1,1.0,5 Katlı,Kombi,"Güney, Doğu",Boş
134074-165,2 + 1,1.0,6 Katlı,Kombi,Güney,Boş
89908-7266,2 + 1,1.0,5 Katlı,Kombi,Güney,Mülk Sahibi
128200-430,1 + 0,1.0,4 Katlı,Merkezi,Güney,Boş
92198-1824,1 + 1,1.0,4 Katlı,Kombi,"Kuzey, Güney, Doğu, Batı",Mülk Sahibi
150140-140,1 + 1,1.0,4 Katlı,Kombi,"Kuzey, Doğu",Kiracılı
130643-364,1 + 1,1.0,3 Katlı,Kombi,"Güney, Doğu, Batı",
146679-253,1 + 1,1.0,6 Katlı,Kombi,"Doğu, Batı",Boş
136930-267,1 + 1,1.0,8 Katlı,Kombi,"Kuzey, Güney, Doğu, Batı",Boş
149686-122,2 + 1,1.0,4 Katlı,Soba,Güney,Boş
63898-3109,1 + 1,1.0,2 Katlı,Merkezi,"Güney, Doğu",Boş
131625-121,1 + 1,1.0,5 Katlı,Kombi,"Güney, Doğu",Boş
71076-15,2 + 1,1.0,3 Katlı,Kombi,"Doğu, Batı",Kiracılı
120617-445,1 + 1,1.0,5 Katlı,Merkezi (Pay Ölçer),"Kuzey, Batı",Kiracılı
151550-131,3 + 1,1.0,7 Katlı,Kombi,Batı,Boş
141819-13,3 + 1,1.0,3 Katlı,Kombi,Güney,Kiracılı
155718-5,2 + 1,1.0,3 Katlı,Kombi,"Kuzey, Doğu",Boş
117373-277,2 + 1,1.0,3 Katlı,Kombi,"Güney, Doğu",Boş
129635-428,1 + 1,1.0,4 Katlı,Klima,Doğu,Kiracılı
132542-461,2 + 1,1.0,4 Katlı,Kombi,Doğu,Mülk Sahibi
125019-484,1 + 1,1.0,7 Katlı,Kombi,"Doğu, Batı",Boş
138547-236,2 + 1,1.0,4 Katlı,Doğalgaz Sobası,"Kuzey, Güney",Mülk Sahibi
115984-1266,2 + 1,1.0,5 Katlı,Kombi,Güney,Kiracılı
144757-205,1 + 1,1.0,8 Katlı,Kombi,"Kuzey, Güney, Doğu, Batı",Boş
138315-42,1 + 1,1.0,4 Katlı,Kombi,"Kuzey, Güney, Doğu, Batı",Mülk Sahibi
120617-443,1 + 1,1.0,5 Katlı,Merkezi (Pay Ölçer),"Güney, Doğu",Boş
99212-3427,2 + 1,1.0,3 Katlı,Kombi,"Güney, Doğu, Batı",Boş
88902-259,3 + 1,1.0,5 Katlı,Soba,"Güney, Batı",Kiracılı
144385-71,1 + 1,1.0,6 Katlı,Kombi,"Güney, Doğu",Boş
140021-297,2 + 1,1.0,5 Katlı,Kombi,Güney,Boş
134211-270,2 + 1,1.0,7 Katlı,Merkezi,"Kuzey, Güney, Doğu, Batı",Kiracılı
87701-3256,1 + 1,1.0,4 Katlı,Kombi,Kuzey,Boş
0-44212003,2 + 1,1.0,4 Katlı,Kombi,Doğu,Mülk Sahibi
110612-695,2 + 1,1.0,4 Katlı,Soba,"Kuzey, Batı",Boş
74726-2547,2 + 1,1.0,6 Katlı,Kombi,"Güney, Doğu",Boş
63496-5086,2 + 1,1.0,4 Katlı,Kombi,Doğu,Boş
133566-340,1 + 1,1.0,6 Katlı,Kombi,"Güney, Doğu",Kiracılı
124190-431,1 + 1,1.0,20 Katlı,Kombi,"Güney, Doğu",Boş
109809-896,3 + 1,1.0,3 Katlı,Soba,"Kuzey, Güney, Doğu, Batı",Boş
138402-2267,1 + 1,1.0,14 Katlı,Merkezi (Pay Ölçer),Kuzey,Boş
147771-24,3 + 1,1.0,3 Katlı,Kombi,"Kuzey, Doğu",Boş
47825-754,3 + 1,1.0,3 Katlı,Kombi,Batı,Mülk Sahibi
142195-100,2 + 1,1.0,5 Katlı,Kombi,Doğu,Boş
138402-2255,1 + 1,1.0,4 Katlı,Kombi,Doğu,Kiracılı
151270-124,2 + 1,1.0,5 Katlı,Soba,Batı,Belirtilmemiş
69691-1963,2 + 1,1.0,5 Katlı,Klima,"Kuzey, Güney",Kiracılı
139339-154,2 + 1,1.0,4 Katlı,Kombi,"Kuzey, Güney, Doğu, Batı",Mülk Sahibi
141704-607,1 + 1,1.0,5 Katlı,Kombi,Kuzey,Boş
96870-1204,1 + 1,1.0,3 Katlı,Merkezi,"Güney, Doğu",Kiracılı
148290-166,3 + 1,1.0,3 Katlı,Klima,"Kuzey, Doğu",Kiracılı
135774-4099,1 + 1,1.0,6 Katlı,Kombi,"Doğu, Batı",Boş
6680-23306,2 + 1,1.0,5 Katlı,Kombi,"Güney, Batı",Kiracılı
67657-259,1 + 1,1.0,1 Katlı,Merkezi (Pay Ölçer),Güney,Kiracılı
129474-3338,1 + 1,1.0,6 Katlı,Kombi,"Doğu, Batı",Boş
9435-5927,2 + 1,1.0,5 Katlı,Belirtilmemiş,"Güney, Doğu, Batı",Belirtilmemiş
131265-457,1 + 1,1.0,11 Katlı,Kombi,Güney,Boş
156474-17,1 + 1,2.0,3 Katlı,Kombi,Batı,Kiracılı
121912-1235,2 + 1,1.0,4 Katlı,Kombi,Güney,Boş
132792-341,2 + 0,2.0,5 Katlı,Kombi,Güney,Mülk Sahibi
130740-185,1 + 1,1.0,4 Katlı,Klima,Batı,Kiracılı
147761-63,2 + 1,1.0,5 Katlı,Klima,"Güney, Doğu, Batı",Mülk Sahibi
131901-733,3 + 1,1.0,5 Katlı,Kombi,"Doğu, Batı",Boş
81705-11205,2 + 1,1.0,4 Katlı,Kombi,"Kuzey, Güney",Kiracılı
145226-82,1 + 1,1.0,11 Katlı,Klima,Batı,Boş
140966-130,2 + 1,1.0,5 Katlı,Merkezi,"Güney, Doğu",Mülk Sahibi
89908-7309,2 + 1,1.0,3 Katlı,Kombi,Güney,Belirtilmemiş
20838-2869,2 + 1,1.0,5 Katlı,Kombi,"Güney, Doğu",Boş
138411-396,2 + 1,1.0,2 Katlı,Soba,"Güney, Doğu",Boş
134942-421,1 + 1,1.0,4 Katlı,Kombi,Doğu,Boş
141414-1010,1 + 1,1.0,10 Katlı,Klima,Güney,Boş
96095-682,2 + 1,1.0,5 Katlı,Kombi,Doğu,Boş
141414-1012,1 + 1,1.0,10 Katlı,Kombi,Batı,Boş
139839-164,2 + 0,1.0,4 Katlı,Kombi,"Kuzey, Doğu",Mülk Sahibi
123865-575,1 + 1,1.0,3 Katlı,Kombi,Kuzey,Kiracılı
134615-676,1 + 1,1.0,3 Katlı,Klima,Kuzey,Boş
109809-895,3 + 1,1.0,3 Katlı,Soba,"Kuzey, Güney, Doğu, Batı",Boş
130354-234,3 + 1,1.0,5 Katlı,Soba,"Güney, Batı",Kiracılı
5956-6219,2 + 1,1.0,6 Katlı,Kombi,Doğu,Boş
79029-4186,2 + 1,1.0,5 Katlı,Kombi,Güney,Boş
129317-127,2 + 1,1.0,2 Katlı,Merkezi,"Güney, Batı",
111966-3116,3 + 1,1.0,3 Katlı,Kombi,"Kuzey, Doğu",Mülk Sahibi
150244-122,1 + 1,1.0,3 Katlı,Kombi,"Kuzey, Güney, Doğu, Batı",Kiracılı
119286-1134,3 + 1,1.0,3 Katlı,Kombi,"Kuzey, Doğu",Belirtilmemiş
133254-417,1 + 1,1.0,4 Katlı,Klima,Güney,Boş
108405-507,2 + 0,1.0,5 Katlı,Belirtilmemiş,Güney,Boş
150328-3,2 + 1,1.0,4 Katlı,Kombi,"Güney, Doğu, Batı",Kiracılı
156646-6,3 + 1,1.0,3 Katlı,Kombi,"Kuzey, Doğu",Mülk Sahibi
135223-1205,1 + 1,1.0,13 Katlı,Klima,Güney,Boş
151279-144,1 + 1,1.0,13 Katlı,Kombi,"Güney, Batı",Boş
121490-338,2 + 1,2.0,5 Katlı,Kombi,"Doğu, Batı",Boş
150731-12,1 + 1,1.0,4 Katlı,Kombi,"Güney, Batı",Boş
